QKEY,INTERVIEW_START_W69,INTERVIEW_END_W69,DEVICE_TYPE_W69,LANG_W69,FORM_W69,SATIS_W69,POL1DT_W69,POL1DTSTR_W69,FUTGEN_W69,FEEL_COUNTRY_ANGRY_W69,FEEL_COUNTRY_FEAR_W69,FEEL_COUNTRY_HOPEFUL_W69,FEEL_COUNTRY_PROUD_W69,PRZCMPGN_W69,VOTEGEN_W69,VOTEGEN3_W69,DTFORAGNST_W69,JBFORAGNST_W69,SATISPRESCAND_W69,ECON1_W69,ECON1B_W69,NATPROBS_a_W69,NATPROBS_b_W69,NATPROBS_c_W69,NATPROBS_d_W69,NATPROBS_e_W69,NATPROBS_f_W69,NATPROBS_g_W69,NATPROBS_h_W69,NATPROBS_i_W69,NATPROBS_j_W69,CENDONE_W69,CENPARTICMOD_W69,CENCOUNT_W69,CENKNOCK_W69,VTEARLYDOC_W69,COVID_DOC_W69,PRESGOODTRUMP_W69,PRESGOODBIDEN_W69,DTCONF_a_W69,DTCONF_b_W69,DTCONF_c_W69,DTCONF_d_W69,DTCONF_e_W69,DTCONF_f_W69,JBCONF_a_W69,JBCONF_b_W69,JBCONF_c_W69,JBCONF_d_W69,JBCONF_e_W69,JBCONF_f_W69,COVID_FUT_W69,C_SHOULDMASK_W69,C_MASKREACT_W69,COVID_COMFORT_a_W69,COVID_COMFORT_b_W69,COVID_COMFORT_c_W69,COVID_COMFORT_d_W69,COVID_COMFORT_e_W69,COVID_COMFORT_f_W69,COVID_COMFORT_g_W69,COVID_COMFORT_COMB_W69,COVID_INDIMPCT_W69,COVID_2ASSIST_W69,COVID_ECONPRIO_a_W69,COVID_ECONPRIO_b_W69,COVID_ECONPRIO_c_W69,COVID_ECONPRIO_d_W69,COVID_ECONPRIO_e_W69,COVID_LIABILITY_W69,COVID_INFECT_a_W69,COVID_INFECT_b_W69,TRUMPDESC_a_W69,TRUMPDESC_b_W69,TRUMPDESC_c_W69,TRUMPDESC_d_W69,TRUMPDESC_e_W69,TRUMPDESC_f_W69,BIDENDESC_a_W69,BIDENDESC_b_W69,BIDENDESC_c_W69,BIDENDESC_d_W69,BIDENDESC_e_W69,BIDENDESC_f_W69,TRUMPTAX_W69,DTTONE_W69,POLICE3F2_a_W69,POLICE3F2_b_W69,POLICE3F2_c_W69,POLICE3F2_d_W69,GOVNEEDY_W69,VTCHNGRULES_W69,EXCPWER_W69,POLICE_FUND_W69,POLICE_POLICIES_a_W69,POLICE_POLICIES_b_W69,POLICE_POLICIES_c_W69,POLICE_POLICIES_d_W69,POLICE_POLICIES_e_W69,POLICEQ_IMMUNITY_W69,SNSUSE_W69,SM10_a_W69,SM10_b_W69,SM10_c_W69,SM10_e_W69,SM11_a_W69,SM11_b_W69,SM11_c_W69,TECHREG1F1_W69,TECHREG1F2_W69,TECHREG2_W69,TECHPOW_W69,TC5_W69,TC6b_W69,SM7_W69,RACE_SERMON_W69,F_METRO,F_CREGION,F_CDIVISION,F_AGECAT,F_SEX,F_EDUCCAT,F_EDUCCAT2,F_HISP,F_RACECMB,F_RACETHNMOD,F_CITIZEN,F_NATIVITY2,F_MARITAL,F_RELIG,F_BORN,F_ATTEND,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSUM_FINAL,F_INCOME,F_INCOME_RECODE,F_REG,F_IDEO,F_ACSWEB,F_VOLSUM,F_INC_TIER2,F_HISP_ORIGIN,F_YEARSINUS,F_PARTYSUMIDEO,POL1DT_W59,POL1DTSTR_W59,POL1DT_W64,POL1DTSTR_W64,DEMFIELD_W59,TRUMPDEM2020_W59,DEM1_CODE_FINAL_W59,COVID_DEATHS_CNTY_W69,BATTLE_NARROW_W69,WEIGHT_W69_CENSUS,WEIGHT_W59_W69,WEIGHT_W64_W69,WEIGHT_W69
113412,2020-6-17 14:40:27.000,2020-6-17 14:57:1.000,1,1,1,2,1,1,1,1,2,1,2,1,1, ,1, ,1,2,1,1,1,1,1,1,2,2,1,2,1,1, ,2, ,2, ,1,5,1,1,1,1,1,1,3,3,4,3,3,4,1,1,2,1,1,2,2, , , ,1,1,2,3,3,2,1,4,1,4,3,1,2,3,2,1,1,3,4,3,3,3,3, ,3,4,4,2,2,2,1,2,3,1,3,1,1,1,2,1,1,2,2,2,3,1,2,2, ,3,1,3,1, ,3,1,3,7,4,2,2,3,2,1,1,1,1,1,1,2,6,1, ,1,4,2,1,3,1,2,2,6,1,2,1,1,1,1, ,1, ,2,4,0.9219675156512542,0.9498230611986513,0.9986525867900877,0.949911920038343
114058,2020-6-20 11:28:23.000,2020-6-20 12:7:42.000,1,1,1,2,2,1,2,1,1,2,2,1,2, , ,1,2,4,3,1,1,1,1,2,1,3,1,1,3,1, ,3, ,2, ,5,1,4,4,4,4,4,4,1,1,1,1,1,1,2,1,1,1,2,2,2, , , ,2,1,1,2,4,2,2,4,2,4,2,4,4,4,4,4,4,1,1,1,1,1,1, ,2,4,4,4,2,1,2,2,4,2,1,1,1,1,2,1,2,2,1,1,3,3,2,1, ,4,1,1,2, ,1,1,4,9,4,1,1,6,2,1,1,1,1,3,5, ,4,2, ,2,99,99,1,5,2,1,99,6,1,4,2,1,2,1,1,4,2,3,1,0.20730665255641348,0.21080265099387055,0.21097660242751107,0.2261649170425762
114671,2020-6-17 11:19:31.000,2020-6-17 11:32:39.000,1,1,2,2,1,1,2,1,1,2,2,1,1, ,1, ,1,3,1,4,4,1,1,3,4,1,4,4,2,1, ,3, ,1,2,1,5,1,1,1,1,1,1,4,4,4,4,4,4,1,5,1,1, , , ,1,1,1,1,3,2,4,4,1,4,1,1,4,4,1,1,1,1,1,1,4,4,4,4,4,4,2, ,4,1,1,1,2,1,2,3,4,3,4,4,2,1,2, , , , , , , , ,4,4,1,1, ,1,2,1,4,9,4,1,1,6,2,1,1,1,1,1,1,2,5,3,1,1,8,1,1,2,1,1,3,6,1,1,1,1,2,1, ,1, ,1,1,0.6613573288249649,0.5993027181406555,0.6006762120156048,0.6666793422673621
115295,2020-6-17 11:16:3.000,2020-6-17 11:27:14.000,1,1,1,2,2,1,2,1,1,2,2,2,3,1,2, ,4,4,2,2,3,1,1,1,1,1,1,2,1,3,4,4, ,1,2,3,5,3,3,2,4,2,4,4,4,4,4,4,4,2,1,1,1,1,1,2, , , ,1,3,2,4,4,1,1,4,1,2,4,3,4,4,4,2,4,4,4,4,4,4,4, ,2,4,2,2,2,2,2,2,3,4,3,2,1,2,1,2, , , , , , , ,4, ,4,1,1,1, ,3,1,4,9,3,1,2,4,2,4,4,1,1,6,1,1,2,4,1,1,6,2,1,2,1,2,2,6,1,1,1,2,2,2, ,1, ,1,1,0.9409447915299548,0.5951727722484189,0.454352281726074,0.5623373392560175
115546,2020-6-17 10:27:3.000,2020-6-17 10:33:35.000,1,1,1,2,2,2,2,2,2,2,2,2,1, ,2, ,3,2,1,3,2,1,1,3,2,4,3,2,3,1, ,3, ,2, ,4,5,3,2,2,4,2,4,3,4,4,4,3,4,1,2,3,1,1,1,2, , , ,1,2,1,3,4,1,3,1,1,3,3,2,3,4,4,2,4,4,3,2,4,4,4, ,2,2,1,2,1,2,2,2,2,2,4,2,2,2,1,1,2,99,2,2,3,4,4,2, ,3,1,2,3, ,3,2,4,8,3,1,1,5,2,1,1,1,1,1,10, ,6,3,1,1,9,1,1,3,1,2,3,6,1,2,1,2,2,99, ,5, ,1,2,1.3077418868121085,1.226446931184582,1.4319194741278494,1.3933876383676111
115706,2020-6-17 11:5:41.000,2020-6-17 11:59:28.000,3,1,2,1,1,1,3,2,1,1,1,2,1, ,1, ,2,3,3,2,1,1,1,2,2,2,2,3,2,2,2,2,1,1,1,2,3,1,1,1,2,2,2,3,3,3,4,3,3,2,2,1,1, , , ,1,2,2,1,1,1,1,1,1,1,1,1,2,3,1,2,2,2,1,1,3,3,2,3,2,3,2, ,2,3,2,2,2,1,2,2,1,2,3,2,2,1,2, , , , , , , , ,2,3,1,1, ,2,2,1,2,3,3,2,3,2,2,1,1,1,1,6,1,1,2,1, ,1,3,3,1,2,1,2,1,6,1,1, , , , , , , ,3,5,1.7564560817139452, , ,0.9909251866823007
115807,2020-6-17 15:30:54.000,2020-6-17 15:49:40.000,1,1,1,2,1,1,1,2,1,1,2,1,1, ,1, ,1,2,1,3,1,2,1,2,2,1,3,3,1,1, ,3, ,1,2,1,5,1,1,1,1,1,1,4,4,3,3,3,4,1,3,3,1,1,1,2, , , ,1,2,1,4,4,1,1,1,1,3,3,2,1,1,1,1,1,3,3,3,2,4,3, ,1,3,1,2,2,1,1,2,1,3,2,3,3,1,1,1,2,2,2,2,4,4,4,4, ,4,1,1,1, ,2,1,3,7,4,1,2,4,2,1,1,1,1,1,1,2,2,1, ,1,6,2,1,2,1,2,2,6,1,1,1,1,1,1, ,1, ,1,4,0.6909734732977597,0.8034318496996129,0.7585531340178808,0.7252788093039662
116151,2020-6-20 15:52:39.000,2020-6-20 16:46:23.000,1,1,2,2,1,1,3,99,99,1,2,1,1, ,1, ,1,2,1,2,3,1,1,1,2,2,2,4,1,1, ,2, ,1,2,1,5,1,1,1,1,1,1,4,4,4,4,4,4,1,4,3,1, , , ,1,1,1,1,3,2,3,4,2,1,1,1,4,4,1,1,1,1,1,1,4,4,4,4,4,4,2, ,1,1,1,1,2,1,1,2,3,2,99,2,2,1,1,1,2,1,2,2,2,3, ,4,3,1,1, ,1,2,1,4,8,4,2,3,1,2,1,1,1,1,1,1,1,1,1, ,1,2,3,1,1,1,1,2,6,1,1,1,1,1,1, ,1, ,2,3,0.4520608288200415,0.48730325953346154,0.5035155877718496,0.47713929460750343
116264,2020-6-17 19:3:9.000,2020-6-19 0:28:57.000,2,1,1,2,1,1,2,1,1,1,2,1,1, ,1, ,3,2,1,3,1,2,1,2,1,1,3,2,1,1, ,3, ,1,2,1,5,1,1,1,1,1,1,4,4,4,4,4,4,1,1,3,2,1,2,2, , , ,1,2,1,1,1,1,1,4,2,1,1,1,1,3,1,1,1,3,3,3,4,2,3, ,1,3,3,4,1,1,1,2,2,1,1,2,3,1,2,1,2,2,2,2,2,3,3,4, ,4,1,1,1, ,1,1,1,2,3,2,1,6,2,1,1,1,1,1,2,2,3,1, ,1,5,2,1,3,1,2,1,6,1,2,1,1,1,1, ,1, ,3,3,0.7137239485761364,0.8409547946317887,0.8363692441310397,0.7539799708722457
116832,2020-6-19 19:53:48.000,2020-6-19 20:7:42.000,2,1,1,2,1,1,2,1,1,2,2,1,1, ,1, ,2,2,1,4,3,1,1,1,2,1,2,4,1,2,1,3,3,1,2,1,5,1,1,1,1,1,1,4,4,4,4,4,4,1,4,3,1,1,1,2, , , ,1,3,2,4,4,1,3,1,1,4,3,1,1,1,1,1,1,4,4,4,4,4,4, ,1,2,2,1,1,2,1,2,3,2,3,4,4,1,1,2, , , , , , , ,4, ,4,1,2,1, ,3,1,2,3,3,1,1,5,2,1,1,1,1,6,1,2,5,4,1,1,6,2,1,1,1,2,3,6,1,1,1,1,1,1, ,1, ,3,5,1.0860242302785497,0.5178509577030923,0.542716139798384,0.5990662485912214
116998,2020-6-20 14:59:27.000,2020-6-20 15:16:13.000,1,1,1,2,2,1,1,1,2,1,2,1,2, , ,1,2,4,1,1,1,2,1,2,2,3,1,2,2,1, ,2, ,2, ,5,2,4,4,4,4,4,4,1,1,1,1,1,2,2,1,1,1,1,2,2, , , ,1,1,1,1,1,1,1,2,2,1,2,4,4,4,4,4,4,1,2,1,2,2,1, ,2,4,4,4,3,1,2,2,5,1,1,1,1,1,2,1,2,2,2,2,3,2,3,1, ,2,3,3,3, ,1,1,2,3,3,2,1,6,2,2,2,1,1,3,1,99,2,2, ,2,99,99,1,4,1,2,99,6,1,4,2,1,2,1,2,4,2,3,1,0.9961160716216569,0.9125908201574977,0.8714148268910563,1.0272390303151162
118110,2020-6-18 3:45:0.000,2020-6-18 4:6:31.000,1,1,2,2,2,1,2,2,1,2,2,1,2, , ,1,2,3,2,1,2,1,1,1,1,3,2,3,1,1, ,2, ,1,2,5,2,3,4,3,3,3,4,2,2,2,2,2,2,2,3,3,1, , , ,1,2,1,1,2,1,1,2,1,2,3,1,2,3,2,4,4,4,1,4,1,2,1,1,1,1,1, ,3,4,4,4,1,2,2,2,2,1,3,2,1,2,1,2,2,2,2,4,2,2, ,3,2,2,3, ,3,2,1,2,3,3,2,3,2,2,1,1,1,1,1,2,2,4,2, ,2,5,2,1,3,1,2,2,6,1,3,2,1,2,1,1,4,2,3,5,0.5959475425743266,0.5740156397810966,0.5452084476666438,0.6122851584429218
118414,2020-6-17 12:8:10.000,2020-6-17 12:32:42.000,2,1,1,2,1,1,2,1,1,1,2,4,1, ,1, ,1,2,1,3,3,3,4,1,3,1,3,4,1,1, ,3, ,1,2,1,5,1,1,1,1,1,1,4,4,4,4,4,4,1,1,3,1,1,1,1, , , ,1,1,2,3,4,2,3,3,1,2,3,1,1,2,1,1,1,4,4,4,4,4,4, ,1,2,1,1,1,2,2,1,1,4,4,4,4,2,1,1,2,2,2,2,3,3,4,99, ,4,1,3,1, ,3,2,2,3,4,2,3,2,2,1,1,1,1,1,1,2,6,1, ,1,7,1,1,1,1,2,3,6,1,1,1,1,1,1, ,1, ,1,5,1.2554036847462315,1.2255846627918447,1.3162848258230107,1.2312114142870065
118847,2020-6-17 10:21:8.000,2020-6-17 11:31:41.000,1,1,2,2,2,1,99,1,1,2,2,1,2, , ,1,3,4,99,1,1,3,1,3,1,3,1,1,1,1, ,99, ,2, ,5,2,4,4,4,4,4,4,2,2,2,2,2,2,99,1,1,2, , , ,2,2,2,2,1,1,1,1,1,1,1,99,2,2,4,4,4,4,4,4,2,2,2,2,2,1,1, ,4,4,4,3,1,2,2,99,99,1,1,1,1,2,1,1,2,1,1,3,2,3, ,2,3,99,1, ,99,1,1,2,3,4,2,1,6,2,1,1,1,1,1,9, ,5,2, ,2,9,1,1,5,1,2,3,6,1,4,2,1,2,1,1,4,22,3,1,0.6001827831005322,0.622292706701121,0.6358641095480491,0.6187489774332969
118888,2020-6-18 10:44:31.000,2020-6-22 11:34:49.000,1,1,2,2,99, ,3,2,1,1,2,2,2, , ,1,2,2,3,2,1,2,2,2,1,2,2,2,2,1, ,2, ,2, ,4,2,3,3,4,4,3,4,1,1,1,2,1,2,2,1,1,1, , , ,1,2,1,1,1,1,2,2,2,1,4,1,1,1,4,4,4,4,3,3,2,1,1,1,2,1,1, ,2,2,2,2,1,2,2,2,2,1,3,2,1,2,1,2,1,1,1,2,2,2, ,2,2,1,1, ,3,2,1,4,8,4,2,1,5,2,1,1,1,1,5,3,2,5,2, ,2,99,99,1,4,1,2,99,6,1,4,2,1,2,1,2,4,2,2,2,0.6090891591472506,0.6520138138211246,0.6675708053156116,0.6310250162919282
119121,2020-6-17 10:55:48.000,2020-6-17 11:47:57.000,2,1,2,2,2,1,2,1,1,1,2,1,2, , ,2,2,4,1,1,1,1,1,2,1,3,1,1,2,1, ,2, ,2, ,5,2,4,4,3,4,4,4,1,1,1,1,1,3,2,1,3,1, , , ,1,2,2,1,1,1,1,2,2,1,4,2,1,2,4,4,4,4,3,4,2,1,2,1,2,1,1, ,4,4,3,3,1,2,2,4,2,1,2,1,1,2,1,2,2,2,2,4,4,4, ,1,2,99,1, ,3,3,1,3,6,3,2,2,3,2,1,1,1,1,3,1,2,5,2, ,2,3,3,1,4,1,2,2,6,1,4,2,1,2,1,2,4,22,2,5,0.5042236872717311,0.48668464006332485,0.4743770032790534,0.5425412270166932
119392,2020-6-17 16:52:0.000,2020-6-17 17:39:47.000,1,1,1,2,1,1,3,1,2,1,2,3,1, ,1, ,2,3,3,3,3,2,2,3,3,3,2,3,3,1, ,2, ,2, ,1,4,2,2,2,2,2,2,3,2,3,3,2,2,1,4,3,1,1,1,1, , , ,1,2,2,2,1,2,3,4,1,4,4,2,1,2,2,2,2,3,2,3,2,3,2, ,1,2,2,2,2,2,2,1,2,2,3,2,2,1,2,1,2,2,2,2,3,3,3,3, ,2,3,3,3, ,3,2,2,3,1,1,3,2,2,1,1,1,1,6,2,2,4,1, ,1,1,3,1,3,1,2,1,6,1,2,1,1,1,1, ,1, ,1,1,3.327440301394347,4.070813021228583,4.537737476436804,4.1857895878353615
119548,2020-6-17 11:44:31.000,2020-6-17 12:2:36.000,1,1,2,2,1,1,2,1,2,1,2,2,1, ,1, ,2,2,1,3,1,2,2,2,2,1,1,3,2,1, ,3, ,1,2,2,4,2,2,1,2,1,3,4,4,4,3,3,4,1,1,1,1, , , ,1,2,2,1,1,2,3,3,2,1,1,99,3,3,2,2,3,2,1,1,3,3,3,3,3,2,2, ,3,2,3,2,2,1,1,3,2,1,1,1,1,2,1,2,2,2,2,3,3,3, ,3,3,1,3, ,2,1,1,1,1,4,2,3,2,2,1,1,1,1,99,1,1,2,3,1,1,99,99,1,3,1,1,1,6,1,2,1,1,1,1, ,2, ,3,1,0.43909636989563255,0.48868707827261754,0.5414721328099522,0.4606188532995574
120343,2020-6-17 10:49:8.000,2020-6-17 10:59:46.000,1,1,2,2,1,1,2,2,2,2,2,1,1, ,1, ,1,3,1,2,1,1,1,1,2,1,1,3,3,1, ,3, ,2, ,2,4,2,2,3,2,1,4,4,4,4,4,4,4,2,1,3,1, , , ,1,2,1,1,1,2,3,3,3,3,2,1,2,2,2,3,3,2,2,1,4,3,4,4,4,3,2, ,3,1,2,2,2,2,2,2,2,2,3,2,1,1,2, , , , , , , , ,99,4,1,1, ,1,3,1,4,8,4,2,2,3,2,1,1,1,1,1,12, ,6,1, ,1,9,1,1,2,2,1,3,6,1,1,1,1,1,1, ,1, ,2,2,0.40583265684098874,0.5368098909354498,0.581838656323098,0.4483480539765165
120873,2020-6-17 10:48:39.000,2020-6-17 11:6:25.000,2,1,2,2,2,1,2,2,1,2,2,1,2, , ,2,4,3,2,2,2,1,1,3,2,3,2,1,2,1, ,3, ,2, ,5,3,4,4,2,4,4,4,2,2,3,1,2,3,2,1,1,1, , , ,1,2,1,1,1,1,1,2,1,2,4,2,1,2,4,4,4,4,4,4,2,3,2,3,2,1,1, ,3,3,3,3,1,2,2,2,2,2,1,1,1,1,1,2,2,2,1,4,2,4, ,1,2,1,1, ,2,1,1,3,7,4,2,1,6,2,1,1,1,1,1,1,2,2,3,2,2,5,2,1,3,1,1,2,6,1,3,2,1,2,1,3,4,14,1,5,0.5034403270545437,0.5768937830261227,0.5945997138470572,0.5356936968569498
121158,2020-6-17 11:14:59.000,2020-6-17 11:43:31.000,2,1,2,2,1,1,2,1,2,1,2,3,1, ,1, ,3,2,3,4,3,3,3,3,3,2,3,3,3,2,1,2,3,2, ,1,4,1,1,1,2,1,2,4,3,3,4,4,4,1,1,1,2, , , ,2,2,2,2,1,2,2,3,2,2,3,1,3,2,1,1,2,1,1,1,4,4,4,4,3,3,2, ,2,2,2,2,2,2,2,3,2,2,4,2,2,1,1,2,2,2,2,4,4,4, ,3,3,1,3, ,1,2,1,3,7,4,2,1,5,2,1,1,1,1,3,2,1,1,1, ,1,4,2,1,2,1,1,2,6,1,1,1,1,1,1, ,1, ,1,4,1.6617420960578395,0.876941016008364,0.9236870851856341,0.8825792903108209
121582,2020-6-18 9:58:47.000,2020-6-18 10:16:26.000,2,1,1,2,1,2,2,1,1,2,1,1,1, ,1, ,2,3,1,2,2,1,1,1,2,1,1,4,1,1, ,2, ,2, ,2,5,3,2,1,1,2,3,3,4,4,4,4,3,1,3,1,1,1,1,1, , , ,1,2,2,3,4,1,2,1,1,3,2,1,2,2,1,2,1,3,3,4,3,4,3, ,2,2,2,2,2,2,1,1,2,2,3,2,2,2,1,1,1,2,1,2,2,2,3,4, ,4,1,1,1, ,2,1,4,9,4,2,1,6,2,4,4,1,1,1,1,1,2,1, ,1,9,1,1,1,1,2,3,6,1,1,1,1,1,1, ,1, ,2,1,0.9758150556469937,0.6993344600679695,0.7386343085347189,0.9251216670346637
122503,2020-6-17 11:6:34.000,2020-6-17 11:22:36.000,1,1,1,2,2,1,2,1,1,1,2,1,2, , ,1,2,4,2,1,1,1,1,1,1,2,1,2,2,1, ,2, ,2, ,5,1,4,4,4,4,4,4,1,1,1,1,2,2,2,2,1,1,1,2,2, , , ,1,1,1,1,2,4,1,4,2,1,1,4,4,4,4,4,4,1,1,2,1,2,1, ,2,3,3,3,2,1,2,2,4,2,1,2,1,1,2,1,1,1,1,1,3,2,2,1, ,4,1,1,2, ,1,1,3,5,4,1,1,6,1,1,3,1,1,1,2,2,2,2, ,2,9,1,1,5,1,1,3,5,1,4,2,1,2,1,2,4,2,3,1,0.12683718392477514,0.12719511871762904,0.1169244635950015,0.131727276869778
124561,2020-6-17 10:49:56.000,2020-6-17 11:1:48.000,2,1,2,2,2,1,2,1,1,2,2,1,2, , ,1,1,3,1,1,1,1,1,3,1,2,1,1,3,1, ,2, ,2, ,5,2,4,4,4,4,4,4,1,1,1,1,1,1,2,1,1,1, , , ,1,2,1,1,1,1,1,1,2,1,4,2,3,3,4,4,4,4,4,4,1,1,1,1,1,1,1, ,4,3,4,2,1,2,2,3,4,1,2,1,1,2,1,2,2,2,1,1,2,2, ,1,4,1,3, ,3,1,1,4,9,4,1,1,5,2,1,1,1,1,1,12, ,6,2, ,2,8,1,1,4,1,2,3,6,1,4,2,1,2,1,2,4,2,2,1,0.4597745135178979,0.4169149297683309,0.40433306534656926,0.4560308442538956
125280,2020-6-17 10:51:38.000,2020-6-17 11:23:12.000,2,1,1,2,2,2,3,1,1,2,2,1,2, , ,2,4,2,1,2,1,2,1,3,2,3,2,3,1,1, ,3, ,2, ,4,3,3,2,2,4,3,4,3,3,3,2,2,2,2,1,1,1,1,2,2, , , ,1,1,2,2,1,4,1,1,1,3,3,4,4,4,4,3,4,3,2,3,2,4,2, ,2,4,3,4,3,1,2,2,3,1,1,2,1,1,2,1,2,2,2,2,4,4,4,2, ,4,1,1,1, ,1,1,1,1,4,2,1,6,2,1,1,1,1,6,1,2,5,3,1,1,9,1,1,3,1,2,3,6,1,2,2,2,1,2, ,5, ,3,1,1.014385616518403,1.0382262062724785,1.1288475908280806,1.0642242095793113
126131,2020-6-17 12:22:19.000,2020-6-17 12:35:21.000,1,1,2,2,2,1,1,1,2,1,2,1,2, , ,1,3,4,1,1,1,3,1,3,1,4,1,1,3,1, ,1, ,2, ,5,3,4,4,3,4,4,4,2,1,2,3,2,1,2,1,1,1, , , ,1,2,2,1,1,1,1,1,1,1,4,1,2,3,4,4,4,4,1,4,1,2,1,1,3,1,1, ,3,4,4,1,1,2,2,4,1,1,1,1,1,2,1,2,2,2,2,4,4,4, ,1,3,1,1, ,3,2,1,2,3,4,1,1,5,2,1,1,1,1,1,10, ,4,3,2,2,7,1,1,3,1,1,2,6,1,3,2,1,2,1,2,4,14,3,5,0.653283519323161,0.5899954337446894,0.5736960526434486,0.6553102400317379
126211,2020-6-18 12:29:40.000,2020-6-18 12:53:41.000,3,1,2,2,1,1,2,1,1,2,2,1,1, ,1, ,1,2,1,3,1,1,1,2,2,1,3,3,1,3,1,2, ,2, ,2,5,1,1,1,2,1,2,4,4,4,4,4,4,1,3,3,1, , , ,1,1,1,1,2,2,3,4,3,2,1,1,3,3,1,3,2,2,1,1,4,4,4,4,4,4,2, ,2,2,2,2,2,1,2,2,2,3,3,3,2,1,1,2,2,2,2,3,3,3, ,4,4,1,1, ,1,1,1,3,5,4,1,3,2,2,1,1,1,1,1,1,1,1,4,1,1,4,2,1,2,1,2,2,6,1,1,1,1,1,1, ,1, ,2,4,2.061790013148628,1.0808677828309818,1.17472527409725,1.1383497100813287
126570,2020-6-17 12:8:30.000,2020-6-17 12:22:28.000,2,1,1,2,1,1,1,2,2,1,2,2,1, ,1, ,2,2,1,4,3,2,4,1,2,1,2,2,1,1, ,2, ,1,1,1,4,2,2,2,2,1,2,3,4,3,3,3,3,2,2,3,1,1,1,1, , , ,1,2,1,1,3,1,3,4,1,2,3,1,2,2,2,1,1,4,4,3,4,4,4, ,1,1,2,1,1,2,1,1,1,1,4,1,1,1,1,1,1,2,1,2,1,1,1,4, ,99,1,1,1, ,3,2,2,4,3,2,3,2,2,1,1,1,1,1,1,1,1,1, ,1,3,3,1,1,1,2,1,6,1,1,1,1,1,1, ,1, ,1,5,0.8888815089092696,0.9459945678638447,0.9564516602837317,0.8980782282640745
127160,2020-6-22 3:21:45.000,2020-6-22 3:33:45.000,2,1,1,2,2,1,3,1,2,1,2,4,3,2, ,2,4,3,3,1,2,3,1,3,1,3,1,3,2,3,2,2, ,2, ,5,3,4,4,4,4,4,4,2,2,2,2,3,2,2,3,3,1,1,2,2, , , ,1,3,1,2,2,3,1,3,1,2,2,3,4,4,4,4,4,2,3,2,3,2,3, ,2,4,3,3,2,1,2,2,2,2,1,2,1,1,2,2, , , , , , , ,2, ,3,3,3,3, ,2,1,3,6,2,2,1,6,2,99,99,1,1,1,5, ,2,1, ,1,5,2,3,1,1,2,2,6,1,1,2,1,2,1, ,5, ,1,5,0.8108975363032168,0.5186385988679058,0.4559876284663496,0.4966534599194496
127250,2020-6-17 14:0:39.000,2020-6-17 14:13:33.000,1,1,1,2,1,2,3,1,1,1,2,3,3,2, ,1,3,4,3,1,1,1,2,2,1,2,1,2,1,1, ,2, ,2, ,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,1,1,1, , , ,1,1,1,3,3,1,3,3,1,1,1,2,3,2,3,2,3,2,2,2,2,2,2, ,3,4,4,4,3,2,2,1,1,2,4,1,2,1,2,1,2,2,2,2,4,4,4,3, ,2,1,2,2, ,3,1,4,8,4,2,3,2,2,1,1,1,1,5,99, ,3,2, ,2,99,99,1,2,1,1,99,6,1,3,2,2, , ,2,3,19,2,3,0.3394013206068371,0.32868390765289307, ,0.34111480046619724
127284,2020-6-17 10:44:47.000,2020-6-17 10:57:44.000,2,1,2,2,2,2,1,1,1,2,2,1,3,2, ,2,4,4,1,1,1,2,1,2,1,2,1,1,2,1, ,2, ,2, ,5,4,4,4,2,4,3,4,3,2,4,2,3,3,2,1,1,2, , , ,1,2,2,1,1,1,1,3,2,2,3,1,1,1,4,4,4,4,3,4,3,2,3,3,1,2,1, ,2,1,2,1,1,1,2,2,2,3,2,1,1,1,1,2,2,2,2,3,3,4, ,1,3,1,1, ,2,2,1,4,9,3,2,2,3,2,1,1,1,1,1,12, ,6,3,1,1,9,1,1,3,1,2,3,6,1,2,1,1,1,1, ,1, ,2,1,0.8323640533311973,0.7894289413909226,0.8253868495540996,0.9166744304886565
127498,2020-6-17 10:47:46.000,2020-6-17 10:54:47.000,2,1,2,2,2,1,2,1,1,2,2,1,2, , ,2,3,4,1,2,1,1,2,2,2,3,1,1,1,1, ,2, ,1,1,5,3,4,4,4,4,4,4,2,2,2,1,2,2,1,1,1,1, , , ,2,2,1,2,1,1,2,2,2,2,1,1,2,2,4,4,4,4,4,4,2,2,2,2,3,2,1, ,3,3,3,2,2,2,2,3,1,1,2,2,2,2,2, , , , , , , , ,2,2,3,3, ,2,2,1,2,3,2,1,1,5,2,1,1,1,1,1,4,2,3,3,2,2,9,1,2,3,1,2,3,6,1,3,2,1,2,1,3,4,2,3,1,0.8157148685625475,1.0242900685093153,1.0498206915160213,1.0161016451523808
